Name,Disaster,Begin_Date,End_Date,Total CPI-Adjusted Cost (Millions of Dollars),Deaths,State
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,MD
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,VA
Midwest/Mid-Atlantic Severe Weather (June 2008),Severe Storm,6/6/08,6/12/08,0,0,WV
Midwest Flooding (Summer 2008),Flooding,4/1/08,6/30/08,14240.5,24,IA
Midwest Flooding (Summer 2008),Flooding,4/1/08,6/30/08,0,0,IL
Midwest Flooding (Summer 2008),Flooding,4/1/08,6/30/08,0,0,IN
Midwest Flooding (Summer 2008),Flooding,4/1/08,6/30/08,0,0,MO
Midwest Flooding (Summer 2008),Flooding,4/1/08,6/30/08,0,0,MN
Midwest Flooding (Summer 2008),Flooding,4/1/08,6/30/08,0,0,NE
Midwest Flooding (Summer 2008),Flooding,4/1/08,6/30/08,0,0,WI
Hurricane Dolly (July 2008),Tropical Cyclone,7/23/08,7/25/08,1736.1,3,TX
Hurricane Dolly (July 2008),Tropical Cyclone,7/23/08,7/25/08,0,0,NM
Hurricane Gustav (September 2008),Tropical Cyclone,8/31/08,9/3/08,8275.9,53,AL
Hurricane Gustav (September 2008),Tropical Cyclone,8/31/08,9/3/08,0,0,AR
Hurricane Gustav (September 2008),Tropical Cyclone,8/31/08,9/3/08,0,0,LA
Hurricane Gustav (September 2008),Tropical Cyclone,8/31/08,9/3/08,0,0,MS
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,41398.4,112,TX
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,LA
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,AR
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,TN
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,IL
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,IN
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,KY
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,MO
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,OH
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,MI
Hurricane Ike (September 2008),Tropical Cyclone,9/12/08,9/14/08,0,0,PA
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,1703,16,AK
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,AZ
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,CA
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,NM
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,ID
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,UT
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,MT
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,NV
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,OR
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,WA
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,CO
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,TX
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,OK
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,NC
U.S. Wildfires (Fall 2008),Wildfire,9/1/08,11/30/08,0,0,FL
U.S. Drought (2008),Drought,1/1/08,12/31/08,10024,0,AL
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,AR
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,CA
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,CO
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,GA
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,ID
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,IN
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,KS
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,KY
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,MD
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,MN
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,MS
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,MT
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,NC
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,ND
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,NJ
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,NM
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,OH
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,OK
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,OR
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,SC
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,TN
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,TX
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,UT
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,VA
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,WA
U.S. Drought (2008),Drought,1/1/08,12/31/08,0,0,WI
Southeast/Ohio Valley Severe Weather (February 2009),Severe Storm,2/10/09,2/11/09,2471.2,10,TN
Southeast/Ohio Valley Severe Weather (February 2009),Severe Storm,2/10/09,2/11/09,0,0,KY
Southeast/Ohio Valley Severe Weather (February 2009),Severe Storm,2/10/09,2/11/09,0,0,OK
Southeast/Ohio Valley Severe Weather (February 2009),Severe Storm,2/10/09,2/11/09,0,0,OH
Southeast/Ohio Valley Severe Weather (February 2009),Severe Storm,2/10/09,2/11/09,0,0,VA
Southeast/Ohio Valley Severe Weather (February 2009),Severe Storm,2/10/09,2/11/09,0,0,WV
Southeast/Ohio Valley Severe Weather (February 2009),Severe Storm,2/10/09,2/11/09,0,0,PA
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,2329.5,0,NE
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,KS
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,OK
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,IA
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,TX
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,LA
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,MS
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,AL
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,GA
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,TN
Midwest/Southeast Tornadoes (March 2009),Tornadoes,3/25/09,3/28/09,0,0,KY
South/Southeast Severe Weather and Tornadoes (April 2009),Tornadoes,4/9/09,4/10/09,2030.8,6,AL
South/Southeast Severe Weather and Tornadoes (April 2009),Tornadoes,4/9/09,4/10/09,0,0,AR
South/Southeast Severe Weather and Tornadoes (April 2009),Tornadoes,4/9/09,4/10/09,0,0,GA
South/Southeast Severe Weather and Tornadoes (April 2009),Tornadoes,4/9/09,4/10/09,0,0,KY
South/Southeast Severe Weather and Tornadoes (April 2009),Tornadoes,4/9/09,4/10/09,0,0,MO
South/Southeast Severe Weather and Tornadoes (April 2009),Tornadoes,4/9/09,4/10/09,0,0,SC
South/Southeast Severe Weather and Tornadoes (April 2009),Tornadoes,4/9/09,4/10/09,0,0,TN
Central Derecho and Tornadoes (May 2009),Tornadoes,5/7/09,5/9/09,1214.1,7,IL
Central Derecho and Tornadoes (May 2009),Tornadoes,5/7/09,5/9/09,0,0,KS
Central Derecho and Tornadoes (May 2009),Tornadoes,5/7/09,5/9/09,0,0,KY
Central Derecho and Tornadoes (May 2009),Tornadoes,5/7/09,5/9/09,0,0,MO
Central Derecho and Tornadoes (May 2009),Tornadoes,5/7/09,5/9/09,0,0,TN
Central Derecho and Tornadoes (May 2009),Tornadoes,5/7/09,5/9/09,0,0,TX
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,1859.2,0,TX
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,OK
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,MO
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,NE
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,KS
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,AR
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,AL
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,MS
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,TN
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,NC
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,SC
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,KY
"Midwest, South and East Severe Weather (June 2009)",Severe Storm,6/9/09,6/12/09,0,0,PA
Colorado Hail Storm (July 2009),Severe Storm,7/20/09,7/20/09,1400,0,CO
Georgia Flooding (September 2009),Flooding,9/19/09,9/22/09,1257.9,10,GA
Western Wildfires (Summer-Fall 2009),Wildfire,6/1/09,11/30/09,1416.7,10,CA
Western Wildfires (Summer-Fall 2009),Wildfire,6/1/09,11/30/09,0,0,AZ
Western Wildfires (Summer-Fall 2009),Wildfire,6/1/09,11/30/09,0,0,NM
Western Wildfires (Summer-Fall 2009),Wildfire,6/1/09,11/30/09,0,0,TX
Western Wildfires (Summer-Fall 2009),Wildfire,6/1/09,11/30/09,0,0,OK
Western Wildfires (Summer-Fall 2009),Wildfire,6/1/09,11/30/09,0,0,UT
Southwest/Great Plains Drought (2009),Drought,1/1/09,12/31/09,4993.7,0,TX
Southwest/Great Plains Drought (2009),Drought,1/1/09,12/31/09,0,0,OK
Southwest/Great Plains Drought (2009),Drought,1/1/09,12/31/09,0,0,KS
Southwest/Great Plains Drought (2009),Drought,1/1/09,12/31/09,0,0,CA
Southwest/Great Plains Drought (2009),Drought,1/1/09,12/31/09,0,0,NM
Southwest/Great Plains Drought (2009),Drought,1/1/09,12/31/09,0,0,AZ
Northeast Winter Storm (February 2010),Winter Storm,2/9/10,2/11/10,1135.7,3,PA
Northeast Winter Storm (February 2010),Winter Storm,2/9/10,2/11/10,0,0,MD
Northeast Winter Storm (February 2010),Winter Storm,2/9/10,2/11/10,0,0,DE
Northeast Winter Storm (February 2010),Winter Storm,2/9/10,2/11/10,0,0,NJ
Northeast Winter Storm (February 2010),Winter Storm,2/9/10,2/11/10,0,0,VA
Northeast Winter Storm (February 2010),Winter Storm,2/9/10,2/11/10,0,0,NC
Northeast Flooding (March 2010),Flooding,3/1/10,3/31/10,2563.5,11,RI
Northeast Flooding (March 2010),Flooding,3/1/10,3/31/10,0,0,CT
Northeast Flooding (March 2010),Flooding,3/1/10,3/31/10,0,0,MA
Northeast Flooding (March 2010),Flooding,3/1/10,3/31/10,0,0,NJ
Northeast Flooding (March 2010),Flooding,3/1/10,3/31/10,0,0,NY
Northeast Flooding (March 2010),Flooding,3/1/10,3/31/10,0,0,PA
East/South Flooding and Severe Weather (May 2010),Flooding,4/30/10,5/2/10,3150.2,32,TN
East/South Flooding and Severe Weather (May 2010),Flooding,4/30/10,5/2/10,0,0,AR
East/South Flooding and Severe Weather (May 2010),Flooding,4/30/10,5/2/10,0,0,KY
East/South Flooding and Severe Weather (May 2010),Flooding,4/30/10,5/2/10,0,0,GA
"Oklahoma, Kansas, and Texas Tornadoes and Severe Weather (May 2010)",Severe Storm,5/10/10,5/12/10,4600.6,3,OK
"Oklahoma, Kansas, and Texas Tornadoes and Severe Weather (May 2010)",Severe Storm,5/10/10,5/12/10,0,0,KS
"Oklahoma, Kansas, and Texas Tornadoes and Severe Weather (May 2010)",Severe Storm,5/10/10,5/12/10,0,0,TX
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,1243.5,2,CO
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,NM
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,KS
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,OK
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,IL
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,IN
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,GA
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,SC
Rockies/Central/East Severe Weather (June 2010),Severe Storm,6/10/10,6/15/10,0,0,NC
Midwest/Northeast Severe Storms and Flooding (July 2010),Severe Storm,7/20/10,7/23/10,1308.6,0,IA
Midwest/Northeast Severe Storms and Flooding (July 2010),Severe Storm,7/20/10,7/23/10,0,0,IL
Midwest/Northeast Severe Storms and Flooding (July 2010),Severe Storm,7/20/10,7/23/10,0,0,MD
Midwest/Northeast Severe Storms and Flooding (July 2010),Severe Storm,7/20/10,7/23/10,0,0,NY
Midwest/Northeast Severe Storms and Flooding (July 2010),Severe Storm,7/20/10,7/23/10,0,0,PA
Midwest/Northeast Severe Storms and Flooding (July 2010),Severe Storm,7/20/10,7/23/10,0,0,WI
Arizona Severe Weather (October 2010),Severe Storm,10/5/10,10/6/10,5244,0,AZ
Groundhog Day Blizzard (February 2011),Winter Storm,2/1/11,2/3/11,2458,36,IL
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,3718.8,9,KS
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,MO
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,IA
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,IL
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,WI
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,KY
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,GA
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,TN
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,NC
Midwest/Southeast Tornadoes and Derecho (April 2011),Tornadoes,4/4/11,4/5/11,0,0,SC
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,2920.4,0,NC
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,SC
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,TN
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,AL
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,TX
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,OK
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,KS
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,IA
Southeast/Midwest Tornadoes (April 2011),Tornadoes,4/8/11,4/11/11,0,0,WI
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,2759.2,38,OK
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,TX
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,AR
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,MS
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,AL
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,GA
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,NC
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,SC
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,VA
Midwest/Southeast Tornadoes (April 2011),Tornadoes,4/14/11,4/16/11,0,0,PA
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,1390.3,0,AR
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,0,0,IL
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,0,0,IN
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,0,0,KY
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,0,0,MO
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,0,0,OH
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,0,0,TN
Ohio Valley Derecho and Southern Tornadoes (April 2011),Tornadoes,4/19/11,4/20/11,0,0,TX
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,13697.2,321,AL
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,AR
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,LA
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,MS
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,GA
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,TN
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,VA
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,KY
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,IL
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,MO
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,OH
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,TX
Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Tornadoes,4/25/11,4/28/11,0,0,OK
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,12189.7,177,MO
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,TX
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,OK
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,KS
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,AR
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,GA
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,TN
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,VA
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,KY
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,IN
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,IL
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,OH
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,WI
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,MN
Midwest/Southeast Tornadoes (May 2011),Tornadoes,5/22/11,5/27/11,0,0,PA
Mississippi River flooding (April-May 2011),Flooding,4/1/11,5/31/11,4090.8,7,MS
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,2059.9,3,OK
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,TX
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,KS
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,NE
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,MO
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,IA
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,IL
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,TN
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,GA
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,NC
Midwest/Southeast Tornadoes and Severe Weather (June 2011),Tornadoes,6/18/11,6/22/11,0,0,SC
Missouri River flooding (May-June 2011),Flooding,5/1/11,6/30/11,2743.1,5,MT
Missouri River flooding (May-June 2011),Flooding,5/1/11,6/30/11,0,0,ND
Missouri River flooding (May-June 2011),Flooding,5/1/11,6/30/11,0,0,SD
Missouri River flooding (May-June 2011),Flooding,5/1/11,6/30/11,0,0,NE
Missouri River flooding (May-June 2011),Flooding,5/1/11,6/30/11,0,0,IA
Missouri River flooding (May-June 2011),Flooding,5/1/11,6/30/11,0,0,KS
Missouri River flooding (May-June 2011),Flooding,5/1/11,6/30/11,0,0,MO
"North Central Severe Weather (July 1, 2011)",Severe Storm,7/1/11,7/1/11,1189.9,0,MN
"North Central Severe Weather (July 1, 2011)",Severe Storm,7/1/11,7/1/11,0,0,WI
"North Central Severe Weather (July 1, 2011)",Severe Storm,7/1/11,7/1/11,0,0,IL
"Rockies and Midwest Derecho (July 10-11, 2011)",Severe Storm,7/10/11,7/11/11,1655.1,2,CO
"Rockies and Midwest Derecho (July 10-11, 2011)",Severe Storm,7/10/11,7/11/11,0,0,IA
"Rockies and Midwest Derecho (July 10-11, 2011)",Severe Storm,7/10/11,7/11/11,0,0,IL
"Rockies and Midwest Derecho (July 10-11, 2011)",Severe Storm,7/10/11,7/11/11,0,0,MI
"Rockies and Midwest Derecho (July 10-11, 2011)",Severe Storm,7/10/11,7/11/11,0,0,MN
"Rockies and Midwest Derecho (July 10-11, 2011)",Severe Storm,7/10/11,7/11/11,0,0,OH
"Midwest/Southeast Severe Weather (August 17-18, 2011)",Severe Storm,8/17/11,8/18/11,1531.4,0,IA
"Midwest/Southeast Severe Weather (August 17-18, 2011)",Severe Storm,8/17/11,8/18/11,0,0,KS
"Midwest/Southeast Severe Weather (August 17-18, 2011)",Severe Storm,8/17/11,8/18/11,0,0,MO
"Midwest/Southeast Severe Weather (August 17-18, 2011)",Severe Storm,8/17/11,8/18/11,0,0,NE
"Midwest/Southeast Severe Weather (August 17-18, 2011)",Severe Storm,8/17/11,8/18/11,0,0,SD
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,17947,45,NC
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,VA
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,MD
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,NJ
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,NY
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,CT
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,RI
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,MA
Hurricane Irene (August 2011),Tropical Cyclone,8/26/11,8/28/11,0,0,VT
Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,3/1/11,8/31/11,16391.9,95,TX
Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,3/1/11,8/31/11,0,0,OK
Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,3/1/11,8/31/11,0,0,NM
Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,3/1/11,8/31/11,0,0,AZ
Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,3/1/11,8/31/11,0,0,KS
Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,3/1/11,8/31/11,0,0,LA
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,3341.6,21,LA
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,MS
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,AL
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,GA
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,TN
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,PA
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,NY
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,NJ
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,CT
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,VA
Tropical Storm Lee (September 2011),Tropical Cyclone,9/1/11,9/5/11,0,0,MD
Northeastern Winter Storm (October 2011),Winter Storm,10/29/11,10/30/11,1230.3,1,CT
Northeastern Winter Storm (October 2011),Winter Storm,10/29/11,10/30/11,0,0,MA
Northeastern Winter Storm (October 2011),Winter Storm,10/29/11,10/30/11,0,0,NH
Northeastern Winter Storm (October 2011),Winter Storm,10/29/11,10/30/11,0,0,NY
Northeastern Winter Storm (October 2011),Winter Storm,10/29/11,10/30/11,0,0,NJ
Northeastern Winter Storm (October 2011),Winter Storm,10/29/11,10/30/11,0,0,PA
"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,6/1/11,11/30/11,2439.8,5,TX
"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,6/1/11,11/30/11,0,0,NM
"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,6/1/11,11/30/11,0,0,AZ
Southeast/Ohio Valley Tornadoes (March 2012),Severe Storm,3/2/12,3/3/12,4130,42,AL
Southeast/Ohio Valley Tornadoes (March 2012),Severe Storm,3/2/12,3/3/12,0,0,GA
Southeast/Ohio Valley Tornadoes (March 2012),Severe Storm,3/2/12,3/3/12,0,0,IN
