Name,Disaster,Begin_Date,End_Date,Total CPI-Adjusted Cost (Millions of Dollars),Deaths,State
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,0,0,CO
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,0,0,WY
Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,6/1/15,11/30/15,0,0,TX
Texas Tornadoes and Midwest Flooding (December 2015),Tornadoes,12/26/15,12/29/15,2511.2,50,MO
Texas Tornadoes and Midwest Flooding (December 2015),Tornadoes,12/26/15,12/29/15,0,0,IL
Texas Tornadoes and Midwest Flooding (December 2015),Tornadoes,12/26/15,12/29/15,0,0,AR
Texas Tornadoes and Midwest Flooding (December 2015),Tornadoes,12/26/15,12/29/15,0,0,TN
Texas Tornadoes and Midwest Flooding (December 2015),Tornadoes,12/26/15,12/29/15,0,0,MS
Texas Tornadoes and Midwest Flooding (December 2015),Tornadoes,12/26/15,12/29/15,0,0,LA
Western Drought (2015),Drought,1/1/15,12/31/15,5761.3,0,CA
Western Drought (2015),Drought,1/1/15,12/31/15,0,0,NV
Western Drought (2015),Drought,1/1/15,12/31/15,0,0,OR
Western Drought (2015),Drought,1/1/15,12/31/15,0,0,WA
Western Drought (2015),Drought,1/1/15,12/31/15,0,0,ID
Western Drought (2015),Drought,1/1/15,12/31/15,0,0,MT
Western Drought (2015),Drought,1/1/15,12/31/15,0,0,UT
Western Drought (2015),Drought,1/1/15,12/31/15,0,0,AZ
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,1320.7,10,AL
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,CT
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,FL
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,GA
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,LA
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,MA
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,MD
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,MS
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,NC
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,NJ
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,NY
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,PA
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,SC
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,TX
Southeast and Eastern Tornadoes (February 2016),Tornadoes,2/22/16,2/24/16,0,0,VA
Texas and Louisiana Flooding (March 2016),Flooding,3/8/16,3/12/16,2914.4,5,TX
Texas and Louisiana Flooding (March 2016),Flooding,3/8/16,3/12/16,0,0,LA
Southern Severe Weather (March 2016),Severe Storm,3/17/16,3/18/16,1537.1,1,TX
Southern Severe Weather (March 2016),Severe Storm,3/17/16,3/18/16,0,0,LA
Southern Severe Weather (March 2016),Severe Storm,3/17/16,3/18/16,0,0,MS
North Texas Hail Storm (March 2016),Severe Storm,3/23/16,3/24/16,2622.2,0,TX
North/Central Texas Hail Storm (April 2016),Severe Storm,4/10/16,4/12/16,4408.2,0,TX
Houston Flooding (April 2016),Flooding,4/17/16,4/18/16,3398.5,8,FL
South/Southeast Tornadoes (April 2016),Tornadoes,4/26/16,5/2/16,3017,6,OR
South/Southeast Tornadoes (April 2016),Tornadoes,4/26/16,5/2/16,0,0,AK
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,2166.5,2,NE
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,MO
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,TX
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,OK
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,KS
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,CO
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,IL
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,KY
Plains Tornadoes and Central Severe Weather (May 2016),Tornadoes,5/8/16,5/11/16,0,0,TN
Rockies/Central Tornadoes and Severe Weather (May 2016),Tornadoes,5/21/16,5/26/16,1444.4,0,MT
Rockies/Central Tornadoes and Severe Weather (May 2016),Tornadoes,5/21/16,5/26/16,0,0,CO
Rockies/Central Tornadoes and Severe Weather (May 2016),Tornadoes,5/21/16,5/26/16,0,0,KS
Rockies/Central Tornadoes and Severe Weather (May 2016),Tornadoes,5/21/16,5/26/16,0,0,MO
Rockies/Central Tornadoes and Severe Weather (May 2016),Tornadoes,5/21/16,5/26/16,0,0,TX
West Virginia Flooding and Ohio Valley Tornadoes (June 2016),Flooding,6/22/16,6/24/16,1230.4,23,VA
West Virginia Flooding and Ohio Valley Tornadoes (June 2016),Flooding,6/22/16,6/24/16,0,0,OH
Rockies and Northeast Severe Weather (July 2016),Severe Storm,7/28/16,7/30/16,1832.1,0,CO
Rockies and Northeast Severe Weather (July 2016),Severe Storm,7/28/16,7/30/16,0,0,WY
Rockies and Northeast Severe Weather (July 2016),Severe Storm,7/28/16,7/30/16,0,0,VA
Rockies and Northeast Severe Weather (July 2016),Severe Storm,7/28/16,7/30/16,0,0,MD
Rockies and Northeast Severe Weather (July 2016),Severe Storm,7/28/16,7/30/16,0,0,PA
Rockies and Northeast Severe Weather (July 2016),Severe Storm,7/28/16,7/30/16,0,0,NJ
Rockies and Northeast Severe Weather (July 2016),Severe Storm,7/28/16,7/30/16,0,0,NY
Louisiana Flooding (August 2016),Flooding,8/12/16,8/15/16,12700,13,LA
Hurricane Matthew (October 2016),Tropical Cyclone,10/8/16,10/12/16,12500,49,NC
Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,6/1/16,12/31/16,2994,21,TN
West/Northeast/Southeast Drought (2016),Drought,1/1/16,12/31/16,4373.4,0,CA
Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,1/20/17,1/22/17,1370.2,24,AL
Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,1/20/17,1/22/17,0,0,FL
Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,1/20/17,1/22/17,0,0,GA
Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,1/20/17,1/22/17,0,0,LA
Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,1/20/17,1/22/17,0,0,MS
Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,1/20/17,1/22/17,0,0,SC
Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,1/20/17,1/22/17,0,0,TX
California Flooding (February 2017),Flooding,2/8/17,2/22/17,1860,5,CA
Central/Southeast Tornado Outbreak (March 2017),Tornadoes,2/28/17,3/1/17,2239.3,6,CO
Central/Southeast Tornado Outbreak (March 2017),Tornadoes,2/28/17,3/1/17,0,0,NM
Central/Southeast Tornado Outbreak (March 2017),Tornadoes,2/28/17,3/1/17,0,0,AK
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,2698.2,2,AR
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,IA
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,IL
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,KS
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,MI
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,MN
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,MO
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,NE
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,NY
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,OH
Midwest Tornado Outbreak (March 2017),Tornadoes,3/6/17,3/8/17,0,0,WI
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,1240,0,SC
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,GA
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,NC
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,TN
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,AL
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,MS
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,FL
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,KY
Southeast Freeze (March 2017),Freeze,3/14/17,3/16/17,0,0,VA
South/Southeast Severe Weather (March 2017),Severe Storm,3/26/17,3/28/17,3341.8,0,OK
South/Southeast Severe Weather (March 2017),Severe Storm,3/26/17,3/28/17,0,0,TN
South/Southeast Severe Weather (March 2017),Severe Storm,3/26/17,3/28/17,0,0,KY
South/Southeast Severe Weather (March 2017),Severe Storm,3/26/17,3/28/17,0,0,MS
South/Southeast Severe Weather (March 2017),Severe Storm,3/26/17,3/28/17,0,0,AL
Southeast Severe Weather and Tornadoes (April 2017),Tornadoes,4/4/17,4/6/17,1200.7,1,AL
Southeast Severe Weather and Tornadoes (April 2017),Tornadoes,4/4/17,4/6/17,0,0,GA
Southeast Severe Weather and Tornadoes (April 2017),Tornadoes,4/4/17,4/6/17,0,0,KY
South and Southeast Severe Weather (April 2017),Severe Storm,4/20/17,4/22/17,1098.4,0,OK
South and Southeast Severe Weather (April 2017),Severe Storm,4/20/17,4/22/17,0,0,TX
South and Southeast Severe Weather (April 2017),Severe Storm,4/20/17,4/22/17,0,0,TN
South and Southeast Severe Weather (April 2017),Severe Storm,4/20/17,4/22/17,0,0,SC
South and Southeast Severe Weather (April 2017),Severe Storm,4/20/17,4/22/17,0,0,NC
South and Southeast Severe Weather (April 2017),Severe Storm,4/20/17,4/22/17,0,0,VI
Missouri and Arkansas Flooding and Central Severe Weather (May 2017),Flooding,4/25/17,5/7/17,2057.2,20,AK
Missouri and Arkansas Flooding and Central Severe Weather (May 2017),Flooding,4/25/17,5/7/17,0,0,MO
Colorado Hail Storm and Central Severe Weather (May 2017),Severe Storm,5/8/17,5/11/17,4120.5,0,CO
Colorado Hail Storm and Central Severe Weather (May 2017),Severe Storm,5/8/17,5/11/17,0,0,OK
Colorado Hail Storm and Central Severe Weather (May 2017),Severe Storm,5/8/17,5/11/17,0,0,TX
Colorado Hail Storm and Central Severe Weather (May 2017),Severe Storm,5/8/17,5/11/17,0,0,NM
Colorado Hail Storm and Central Severe Weather (May 2017),Severe Storm,5/8/17,5/11/17,0,0,MO
North Central Severe Weather and Tornadoes (May 2017),Tornadoes,5/15/17,5/18/17,1157.7,1,IA
North Central Severe Weather and Tornadoes (May 2017),Tornadoes,5/15/17,5/18/17,0,0,IL
North Central Severe Weather and Tornadoes (May 2017),Tornadoes,5/15/17,5/18/17,0,0,MN
North Central Severe Weather and Tornadoes (May 2017),Tornadoes,5/15/17,5/18/17,0,0,WI
Minnesota Hail Storm and Upper Midwest Severe Weather (June 2017),Severe Storm,6/9/17,6/11/17,2890.5,0,MN
Minnesota Hail Storm and Upper Midwest Severe Weather (June 2017),Severe Storm,6/9/17,6/11/17,0,0,WI
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,1856.2,0,WY
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,TX
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,NE
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,KS
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,MO
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,IA
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,IL
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,PA
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,VA
Midwest Severe Weather (June 2017),Severe Storm,6/12/17,6/16/17,0,0,NY
Midwest Severe Weather (June 2017),Tornadoes,6/27/17,6/29/17,1752.8,0,NE
Midwest Severe Weather (June 2017),Tornadoes,6/27/17,6/29/17,0,0,IL
Midwest Severe Weather (June 2017),Tornadoes,6/27/17,6/29/17,0,0,IA
Hurricane Harvey (August 2017),Tropical Cyclone,8/25/17,8/31/17,152500,89,TX
Hurricane Irma (September 2017),Tropical Cyclone,9/6/17,9/12/17,61000,97,FL
Hurricane Irma (September 2017),Tropical Cyclone,9/6/17,9/12/17,0,0,VI
Hurricane Maria (September 2017),Tropical Cyclone,9/19/17,9/21/17,109800,2981,PR
Hurricane Maria (September 2017),Tropical Cyclone,9/19/17,9/21/17,0,0,VI
"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,3/1/17,12/31/17,3100,0,ND
"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,3/1/17,12/31/17,0,0,SD
"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,3/1/17,12/31/17,0,0,MT
"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,6/1/17,12/31/17,22146.2,54,CA
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,1272.4,22,MA
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,NJ
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,NY
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,CT
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,ME
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,NH
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,PA
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,MD
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,RI
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,SC
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,TN
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,VA
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,NC
Central and Eastern Winter Storm (January 2018),Winter Storm,1/3/18,1/5/18,0,0,GA
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,2654.8,9,MD
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,MA
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,NH
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,NJ
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,NY
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,PA
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,CT
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,DE
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,RA
Northeast Winter Storm (March 2018),Winter Storm,3/1/18,3/3/18,0,0,VA
Southeastern Tornadoes and Severe Weather (March 2018),Tornadoes,3/18/18,3/21/18,1757,0,AL
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,1581.6,3,AR
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,FL
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,GA
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,LA
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,MD
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,MI
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,MS
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,MO
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,NJ
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,NY
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,NC
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,PA
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,SC
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,TX
Southern and Eastern Tornadoes and Severe Weather (April 2018),Tornadoes,4/13/18,4/16/18,0,0,VA
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,1668,0,KS
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,NE
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,OK
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,TX
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,NM
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,MO
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,IA
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,IL
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,IN
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,OH
Central and Northeast Severe Weather (May 2018),Severe Storm,5/1/18,5/4/18,0,0,WI
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,1644,5,TX
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,KS
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,CO
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,OK
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,MO
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,IL
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,IN
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,IA
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,OH
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,MD
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,NJ
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,NY
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,PA
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,VA
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,WV
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,MA
Central and Eastern Severe Weather (May 2018),Severe Storm,5/13/18,5/15/18,0,0,CT
Texas Hail Storm (June 2018),Severe Storm,6/6/18,6/6/18,1560,0,TX
Colorado Hail Storm (June 2018),Severe Storm,6/13/18,6/13/18,1146,0,CO
Colorado Hail Storm (June 2018),Severe Storm,6/18/18,6/19/18,2667.6,0,CO
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,1902,0,MO
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,IA
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,IL
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,IN
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,KS
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,KY
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,AL
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,AR
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,GA
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,TN
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,NC
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,SC
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,VA
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,MD
Central and Eastern Tornadoes and Severe Weather (July 2018),Tornadoes,7/19/18,7/22/18,0,0,PA
Mountain West Severe Weather (July 2018),Severe Storm,7/26/18,7/29/18,1021.2,0,MT
Mountain West Severe Weather (July 2018),Severe Storm,7/26/18,7/29/18,0,0,WY
Mountain West Severe Weather (July 2018),Severe Storm,7/26/18,7/29/18,0,0,CO
Rockies and Plains Hail Storms (August 2018),Severe Storm,8/6/18,8/7/18,1230,0,CO
Rockies and Plains Hail Storms (August 2018),Severe Storm,8/6/18,8/7/18,0,0,NE
Rockies and Plains Hail Storms (August 2018),Severe Storm,8/6/18,8/7/18,0,0,WY
Hurricane Florence (September 2018),Tropical Cyclone,9/13/18,9/16/18,28800,53,NC
Hurricane Florence (September 2018),Tropical Cyclone,9/13/18,9/16/18,0,0,SC
Hurricane Michael (October 2018),Tropical Cyclone,10/10/18,10/11/18,29720.3,49,FL
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,3647.8,0,TX
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,0,0,OK
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,0,0,KS
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,0,0,MO
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,0,0,CO
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,0,0,NM
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,0,0,AZ
Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,6/1/18,12/30/18,0,0,UT
"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,6/1/18,12/31/18,28800,106,CA
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,1472.8,2,MS
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,AL
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,TN
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,IL
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,IN
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,OH
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,CT
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,MD
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,MA
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,NJ
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,NY
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,PA
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,VA
"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2/23/19,2/25/19,0,0,WV
Texas Hail Storm (March 2019),Severe Storm,3/22/19,3/24/19,1826.7,0,TX
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,12872.4,3,NE
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,0,0,IA
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,0,0,MO
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,0,0,SD
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,0,0,MN
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,0,0,ND
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,0,0,WI
Missouri River and North Central Flooding (March 2019),Flooding,3/14/19,3/31/19,0,0,MI
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,1477.3,7,TX
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,0,0,LA
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,0,0,MS
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,0,0,AL
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,0,0,GA
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,0,0,NC
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,0,0,OH
Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,4/13/19,4/14/19,0,0,PA
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,1786.5,0,TX
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,0,0,OK
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,0,0,KS
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,0,0,AR
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,0,0,LA
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,0,0,MS
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,0,0,AL
South and Southeast Severe Weather (May 2019),Severe Storm,5/7/19,5/13/19,0,0,NC
Central Severe Weather (May 2019),Severe Storm,5/16/19,5/18/19,1148.2,0,IL
Central Severe Weather (May 2019),Severe Storm,5/16/19,5/18/19,0,0,IN
Central Severe Weather (May 2019),Severe Storm,5/16/19,5/18/19,0,0,IA
